date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:04:50	4965/4965	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:47:16%20GMT	https://barestostudio.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.5.2	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min49eb.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:51	4879/4879	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:46:26%20GMT	https://barestostudio.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.8	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minb045.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:52	14002/14002	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:46:26%20GMT	https://barestostudio.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.8	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor/assets/js/frontend-modules.minb045.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:53	20293/20293	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:47:14%20GMT	https://barestostudio.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.5.2	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor-pro/assets/js/frontend.min49eb.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:54	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:46:34%20GMT	https://barestostudio.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:55	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:46:34%20GMT	https://barestostudio.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:56	2578/2578	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:46:34%20GMT	https://barestostudio.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.8	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.minb045.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:57	10863/10863	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:46:40%20GMT	https://barestostudio.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:58	36629/36629	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:46:24%20GMT	https://barestostudio.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.8	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor/assets/js/frontend.minb045.js	(from https://barestostudio.com/maesha-rifaldi/)
11:04:59	129182/129182	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2019:47:16%20GMT	https://barestostudio.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.5.2	/storage/emulated/0/HTTrack/Websites/weddinginviatiton/barestostudio.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min49eb.js	(from https://barestostudio.com/maesha-rifaldi/)
